,dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,continentExp,PopulationDensity
3961,19/05/2020,19,5,2020,3,0,Costa_Rica,CR,CRI,America,97.91306306
3962,18/05/2020,18,5,2020,10,0,Costa_Rica,CR,CRI,America,97.91306306
3963,17/05/2020,17,5,2020,10,2,Costa_Rica,CR,CRI,America,97.91306306
3964,16/05/2020,16,5,2020,13,0,Costa_Rica,CR,CRI,America,97.91306306
3965,15/05/2020,15,5,2020,15,1,Costa_Rica,CR,CRI,America,97.91306306
3966,14/05/2020,14,5,2020,11,0,Costa_Rica,CR,CRI,America,97.91306306
3967,13/05/2020,13,5,2020,3,0,Costa_Rica,CR,CRI,America,97.91306306
3968,12/05/2020,12,5,2020,9,1,Costa_Rica,CR,CRI,America,97.91306306
3969,11/05/2020,11,5,2020,12,0,Costa_Rica,CR,CRI,America,97.91306306
3970,10/05/2020,10,5,2020,7,0,Costa_Rica,CR,CRI,America,97.91306306
3971,09/05/2020,9,5,2020,8,0,Costa_Rica,CR,CRI,America,97.91306306
3972,08/05/2020,8,5,2020,4,0,Costa_Rica,CR,CRI,America,97.91306306
3973,07/05/2020,7,5,2020,6,0,Costa_Rica,CR,CRI,America,97.91306306
3974,06/05/2020,6,5,2020,13,0,Costa_Rica,CR,CRI,America,97.91306306
3975,05/05/2020,5,5,2020,3,0,Costa_Rica,CR,CRI,America,97.91306306
3976,04/05/2020,4,5,2020,6,0,Costa_Rica,CR,CRI,America,97.91306306
3977,03/05/2020,3,5,2020,8,0,Costa_Rica,CR,CRI,America,97.91306306
3978,02/05/2020,2,5,2020,6,0,Costa_Rica,CR,CRI,America,97.91306306
3979,01/05/2020,1,5,2020,6,0,Costa_Rica,CR,CRI,America,97.91306306
3980,30/04/2020,30,4,2020,8,0,Costa_Rica,CR,CRI,America,97.91306306
3981,29/04/2020,29,4,2020,8,0,Costa_Rica,CR,CRI,America,97.91306306
3982,28/04/2020,28,4,2020,2,0,Costa_Rica,CR,CRI,America,97.91306306
3983,27/04/2020,27,4,2020,2,0,Costa_Rica,CR,CRI,America,97.91306306
3984,26/04/2020,26,4,2020,6,0,Costa_Rica,CR,CRI,America,97.91306306
3985,25/04/2020,25,4,2020,0,0,Costa_Rica,CR,CRI,America,97.91306306
3986,24/04/2020,24,4,2020,6,0,Costa_Rica,CR,CRI,America,97.91306306
3987,23/04/2020,23,4,2020,12,0,Costa_Rica,CR,CRI,America,97.91306306
3988,22/04/2020,22,4,2020,7,0,Costa_Rica,CR,CRI,America,97.91306306
3989,21/04/2020,21,4,2020,2,2,Costa_Rica,CR,CRI,America,97.91306306
3990,20/04/2020,20,4,2020,5,0,Costa_Rica,CR,CRI,America,97.91306306
3991,19/04/2020,19,4,2020,6,0,Costa_Rica,CR,CRI,America,97.91306306
3992,18/04/2020,18,4,2020,7,0,Costa_Rica,CR,CRI,America,97.91306306
3993,17/04/2020,17,4,2020,16,0,Costa_Rica,CR,CRI,America,97.91306306
3994,16/04/2020,16,4,2020,8,1,Costa_Rica,CR,CRI,America,97.91306306
3995,15/04/2020,15,4,2020,6,0,Costa_Rica,CR,CRI,America,97.91306306
3996,14/04/2020,14,4,2020,17,0,Costa_Rica,CR,CRI,America,97.91306306
3997,13/04/2020,13,4,2020,18,0,Costa_Rica,CR,CRI,America,97.91306306
3998,12/04/2020,12,4,2020,19,0,Costa_Rica,CR,CRI,America,97.91306306
3999,11/04/2020,11,4,2020,19,0,Costa_Rica,CR,CRI,America,97.91306306
4000,10/04/2020,10,4,2020,37,1,Costa_Rica,CR,CRI,America,97.91306306
4001,09/04/2020,9,4,2020,19,0,Costa_Rica,CR,CRI,America,97.91306306
4002,08/04/2020,8,4,2020,16,0,Costa_Rica,CR,CRI,America,97.91306306
4003,07/04/2020,7,4,2020,13,0,Costa_Rica,CR,CRI,America,97.91306306
4004,06/04/2020,6,4,2020,19,0,Costa_Rica,CR,CRI,America,97.91306306
4005,05/04/2020,5,4,2020,19,0,Costa_Rica,CR,CRI,America,97.91306306
4006,04/04/2020,4,4,2020,20,0,Costa_Rica,CR,CRI,America,97.91306306
4007,03/04/2020,3,4,2020,21,0,Costa_Rica,CR,CRI,America,97.91306306
4008,02/04/2020,2,4,2020,28,0,Costa_Rica,CR,CRI,America,97.91306306
4009,01/04/2020,1,4,2020,17,0,Costa_Rica,CR,CRI,America,97.91306306
4010,31/03/2020,31,3,2020,16,0,Costa_Rica,CR,CRI,America,97.91306306
4011,30/03/2020,30,3,2020,19,0,Costa_Rica,CR,CRI,America,97.91306306
4012,29/03/2020,29,3,2020,32,0,Costa_Rica,CR,CRI,America,97.91306306
4013,28/03/2020,28,3,2020,32,0,Costa_Rica,CR,CRI,America,97.91306306
4014,27/03/2020,27,3,2020,30,0,Costa_Rica,CR,CRI,America,97.91306306
4015,26/03/2020,26,3,2020,24,0,Costa_Rica,CR,CRI,America,97.91306306
4016,25/03/2020,25,3,2020,19,0,Costa_Rica,CR,CRI,America,97.91306306
4017,24/03/2020,24,3,2020,24,0,Costa_Rica,CR,CRI,America,97.91306306
4018,23/03/2020,23,3,2020,17,0,Costa_Rica,CR,CRI,America,97.91306306
4019,22/03/2020,22,3,2020,4,0,Costa_Rica,CR,CRI,America,97.91306306
4020,21/03/2020,21,3,2020,26,1,Costa_Rica,CR,CRI,America,97.91306306
4021,20/03/2020,20,3,2020,18,0,Costa_Rica,CR,CRI,America,97.91306306
4022,19/03/2020,19,3,2020,19,1,Costa_Rica,CR,CRI,America,97.91306306
4023,18/03/2020,18,3,2020,9,0,Costa_Rica,CR,CRI,America,97.91306306
4024,17/03/2020,17,3,2020,6,0,Costa_Rica,CR,CRI,America,97.91306306
4025,16/03/2020,16,3,2020,8,0,Costa_Rica,CR,CRI,America,97.91306306
4026,15/03/2020,15,3,2020,1,0,Costa_Rica,CR,CRI,America,97.91306306
4027,14/03/2020,14,3,2020,3,0,Costa_Rica,CR,CRI,America,97.91306306
4028,13/03/2020,13,3,2020,1,0,Costa_Rica,CR,CRI,America,97.91306306
4029,12/03/2020,12,3,2020,9,0,Costa_Rica,CR,CRI,America,97.91306306
4030,11/03/2020,11,3,2020,4,0,Costa_Rica,CR,CRI,America,97.91306306
4031,10/03/2020,10,3,2020,4,0,Costa_Rica,CR,CRI,America,97.91306306
4032,09/03/2020,9,3,2020,4,0,Costa_Rica,CR,CRI,America,97.91306306
4033,07/03/2020,7,3,2020,1,0,Costa_Rica,CR,CRI,America,97.91306306
4034,22/05/2020,22,5,2020,0,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4035,21/05/2020,21,5,2020,78,1,Cote_dIvoire,CI,CIV,Africa,78.83405346
4036,20/05/2020,20,5,2020,34,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4037,19/05/2020,19,5,2020,10,1,Cote_dIvoire,CI,CIV,Africa,78.83405346
4038,18/05/2020,18,5,2020,48,2,Cote_dIvoire,CI,CIV,Africa,78.83405346
4039,17/05/2020,17,5,2020,44,1,Cote_dIvoire,CI,CIV,Africa,78.83405346
4040,16/05/2020,16,5,2020,46,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4041,15/05/2020,15,5,2020,59,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4042,14/05/2020,14,5,2020,55,3,Cote_dIvoire,CI,CIV,Africa,78.83405346
4043,13/05/2020,13,5,2020,127,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4044,12/05/2020,12,5,2020,30,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4045,11/05/2020,11,5,2020,33,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4046,10/05/2020,10,5,2020,65,1,Cote_dIvoire,CI,CIV,Africa,78.83405346
4047,09/05/2020,9,5,2020,31,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4048,08/05/2020,8,5,2020,55,2,Cote_dIvoire,CI,CIV,Africa,78.83405346
4049,07/05/2020,7,5,2020,52,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4050,06/05/2020,6,5,2020,32,1,Cote_dIvoire,CI,CIV,Africa,78.83405346
4051,05/05/2020,5,5,2020,34,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4052,04/05/2020,4,5,2020,36,2,Cote_dIvoire,CI,CIV,Africa,78.83405346
4053,03/05/2020,3,5,2020,29,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4054,02/05/2020,2,5,2020,58,1,Cote_dIvoire,CI,CIV,Africa,78.83405346
4055,01/05/2020,1,5,2020,37,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4056,30/04/2020,30,4,2020,55,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4057,29/04/2020,29,4,2020,19,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4058,28/04/2020,28,4,2020,14,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4059,27/04/2020,27,4,2020,39,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4060,26/04/2020,26,4,2020,34,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4061,25/04/2020,25,4,2020,73,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4062,24/04/2020,24,4,2020,52,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4063,23/04/2020,23,4,2020,36,1,Cote_dIvoire,CI,CIV,Africa,78.83405346
4064,22/04/2020,22,4,2020,37,3,Cote_dIvoire,CI,CIV,Africa,78.83405346
4065,21/04/2020,21,4,2020,32,1,Cote_dIvoire,CI,CIV,Africa,78.83405346
4066,20/04/2020,20,4,2020,46,1,Cote_dIvoire,CI,CIV,Africa,78.83405346
4067,19/04/2020,19,4,2020,59,2,Cote_dIvoire,CI,CIV,Africa,78.83405346
4068,18/04/2020,18,4,2020,54,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4069,17/04/2020,17,4,2020,34,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4070,16/04/2020,16,4,2020,28,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4071,15/04/2020,15,4,2020,0,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4072,14/04/2020,14,4,2020,52,1,Cote_dIvoire,CI,CIV,Africa,78.83405346
4073,13/04/2020,13,4,2020,41,1,Cote_dIvoire,CI,CIV,Africa,78.83405346
4074,12/04/2020,12,4,2020,53,1,Cote_dIvoire,CI,CIV,Africa,78.83405346
4075,11/04/2020,11,4,2020,36,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4076,10/04/2020,10,4,2020,60,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4077,09/04/2020,9,4,2020,35,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4078,08/04/2020,8,4,2020,26,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4079,07/04/2020,7,4,2020,62,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4080,06/04/2020,6,4,2020,16,1,Cote_dIvoire,CI,CIV,Africa,78.83405346
4081,05/04/2020,5,4,2020,27,1,Cote_dIvoire,CI,CIV,Africa,78.83405346
4082,04/04/2020,4,4,2020,24,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4083,03/04/2020,3,4,2020,4,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4084,02/04/2020,2,4,2020,22,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4085,01/04/2020,1,4,2020,0,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4086,31/03/2020,31,3,2020,3,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4087,30/03/2020,30,3,2020,25,1,Cote_dIvoire,CI,CIV,Africa,78.83405346
4088,29/03/2020,29,3,2020,39,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4089,28/03/2020,28,3,2020,5,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4090,27/03/2020,27,3,2020,16,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4091,26/03/2020,26,3,2020,7,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4092,25/03/2020,25,3,2020,48,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4093,24/03/2020,24,3,2020,0,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4094,23/03/2020,23,3,2020,8,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4095,22/03/2020,22,3,2020,3,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4096,21/03/2020,21,3,2020,5,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4097,20/03/2020,20,3,2020,3,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4098,19/03/2020,19,3,2020,1,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4099,18/03/2020,18,3,2020,0,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4100,17/03/2020,17,3,2020,1,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4101,16/03/2020,16,3,2020,0,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4102,15/03/2020,15,3,2020,3,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4103,12/03/2020,12,3,2020,1,0,Cote_dIvoire,CI,CIV,Africa,78.83405346
4104,22/05/2020,22,5,2020,3,1,Croatia,HR,HRV,Europe,73.04937455
4105,21/05/2020,21,5,2020,2,0,Croatia,HR,HRV,Europe,73.04937455
4106,20/05/2020,20,5,2020,4,1,Croatia,HR,HRV,Europe,73.04937455
4107,19/05/2020,19,5,2020,2,0,Croatia,HR,HRV,Europe,73.04937455
4108,18/05/2020,18,5,2020,2,0,Croatia,HR,HRV,Europe,73.04937455
4109,17/05/2020,17,5,2020,2,0,Croatia,HR,HRV,Europe,73.04937455
4110,16/05/2020,16,5,2020,1,1,Croatia,HR,HRV,Europe,73.04937455
4111,15/05/2020,15,5,2020,8,0,Croatia,HR,HRV,Europe,73.04937455
4112,14/05/2020,14,5,2020,6,3,Croatia,HR,HRV,Europe,73.04937455
4113,13/05/2020,13,5,2020,11,0,Croatia,HR,HRV,Europe,73.04937455
4114,12/05/2020,12,5,2020,9,1,Croatia,HR,HRV,Europe,73.04937455
4115,11/05/2020,11,5,2020,11,3,Croatia,HR,HRV,Europe,73.04937455
4116,10/05/2020,10,5,2020,15,1,Croatia,HR,HRV,Europe,73.04937455
4117,09/05/2020,9,5,2020,36,0,Croatia,HR,HRV,Europe,73.04937455
4118,08/05/2020,8,5,2020,6,1,Croatia,HR,HRV,Europe,73.04937455
4119,07/05/2020,7,5,2020,7,2,Croatia,HR,HRV,Europe,73.04937455
4120,06/05/2020,6,5,2020,11,3,Croatia,HR,HRV,Europe,73.04937455
4121,05/05/2020,5,5,2020,5,1,Croatia,HR,HRV,Europe,73.04937455
4122,04/05/2020,4,5,2020,8,2,Croatia,HR,HRV,Europe,73.04937455
4123,03/05/2020,3,5,2020,3,2,Croatia,HR,HRV,Europe,73.04937455
4124,02/05/2020,2,5,2020,9,6,Croatia,HR,HRV,Europe,73.04937455
4125,01/05/2020,1,5,2020,14,2,Croatia,HR,HRV,Europe,73.04937455
4126,30/04/2020,30,4,2020,15,4,Croatia,HR,HRV,Europe,73.04937455
4127,29/04/2020,29,4,2020,8,4,Croatia,HR,HRV,Europe,73.04937455
4128,28/04/2020,28,4,2020,9,4,Croatia,HR,HRV,Europe,73.04937455
4129,27/04/2020,27,4,2020,14,1,Croatia,HR,HRV,Europe,73.04937455
4130,26/04/2020,26,4,2020,7,3,Croatia,HR,HRV,Europe,73.04937455
4131,25/04/2020,25,4,2020,28,1,Croatia,HR,HRV,Europe,73.04937455
4132,24/04/2020,24,4,2020,31,2,Croatia,HR,HRV,Europe,73.04937455
4133,23/04/2020,23,4,2020,42,0,Croatia,HR,HRV,Europe,73.04937455
4134,22/04/2020,22,4,2020,27,1,Croatia,HR,HRV,Europe,73.04937455
4135,21/04/2020,21,4,2020,10,0,Croatia,HR,HRV,Europe,73.04937455
4136,20/04/2020,20,4,2020,39,8,Croatia,HR,HRV,Europe,73.04937455
4137,19/04/2020,19,4,2020,18,3,Croatia,HR,HRV,Europe,73.04937455
4138,18/04/2020,18,4,2020,23,1,Croatia,HR,HRV,Europe,73.04937455
4139,17/04/2020,17,4,2020,50,1,Croatia,HR,HRV,Europe,73.04937455
4140,16/04/2020,16,4,2020,37,3,Croatia,HR,HRV,Europe,73.04937455
4141,15/04/2020,15,4,2020,54,6,Croatia,HR,HRV,Europe,73.04937455
4142,14/04/2020,14,4,2020,50,2,Croatia,HR,HRV,Europe,73.04937455
4143,13/04/2020,13,4,2020,66,2,Croatia,HR,HRV,Europe,73.04937455
4144,12/04/2020,12,4,2020,39,0,Croatia,HR,HRV,Europe,73.04937455
4145,11/04/2020,11,4,2020,88,1,Croatia,HR,HRV,Europe,73.04937455
4146,10/04/2020,10,4,2020,64,1,Croatia,HR,HRV,Europe,73.04937455
4147,09/04/2020,9,4,2020,61,1,Croatia,HR,HRV,Europe,73.04937455
4148,08/04/2020,8,4,2020,60,2,Croatia,HR,HRV,Europe,73.04937455
4149,07/04/2020,7,4,2020,40,1,Croatia,HR,HRV,Europe,73.04937455
4150,06/04/2020,6,4,2020,56,3,Croatia,HR,HRV,Europe,73.04937455
4151,05/04/2020,5,4,2020,47,4,Croatia,HR,HRV,Europe,73.04937455
4152,04/04/2020,4,4,2020,68,1,Croatia,HR,HRV,Europe,73.04937455
4153,03/04/2020,3,4,2020,48,1,Croatia,HR,HRV,Europe,73.04937455
4154,02/04/2020,2,4,2020,96,0,Croatia,HR,HRV,Europe,73.04937455
4155,01/04/2020,1,4,2020,77,0,Croatia,HR,HRV,Europe,73.04937455
4156,31/03/2020,31,3,2020,77,0,Croatia,HR,HRV,Europe,73.04937455
4157,30/03/2020,30,3,2020,56,1,Croatia,HR,HRV,Europe,73.04937455
4158,29/03/2020,29,3,2020,71,2,Croatia,HR,HRV,Europe,73.04937455
4159,28/03/2020,28,3,2020,91,1,Croatia,HR,HRV,Europe,73.04937455
4160,27/03/2020,27,3,2020,77,1,Croatia,HR,HRV,Europe,73.04937455
4161,26/03/2020,26,3,2020,36,0,Croatia,HR,HRV,Europe,73.04937455
4162,25/03/2020,25,3,2020,76,1,Croatia,HR,HRV,Europe,73.04937455
4163,24/03/2020,24,3,2020,71,0,Croatia,HR,HRV,Europe,73.04937455
4164,23/03/2020,23,3,2020,29,0,Croatia,HR,HRV,Europe,73.04937455
4165,22/03/2020,22,3,2020,80,0,Croatia,HR,HRV,Europe,73.04937455
4166,21/03/2020,21,3,2020,22,0,Croatia,HR,HRV,Europe,73.04937455
4167,20/03/2020,20,3,2020,23,0,Croatia,HR,HRV,Europe,73.04937455
4168,19/03/2020,19,3,2020,12,0,Croatia,HR,HRV,Europe,73.04937455
4169,18/03/2020,18,3,2020,13,0,Croatia,HR,HRV,Europe,73.04937455
4170,17/03/2020,17,3,2020,8,0,Croatia,HR,HRV,Europe,73.04937455
4171,16/03/2020,16,3,2020,11,0,Croatia,HR,HRV,Europe,73.04937455
4172,15/03/2020,15,3,2020,6,0,Croatia,HR,HRV,Europe,73.04937455
4173,14/03/2020,14,3,2020,6,0,Croatia,HR,HRV,Europe,73.04937455
4174,13/03/2020,13,3,2020,9,0,Croatia,HR,HRV,Europe,73.04937455
4175,12/03/2020,12,3,2020,3,0,Croatia,HR,HRV,Europe,73.04937455
4176,11/03/2020,11,3,2020,1,0,Croatia,HR,HRV,Europe,73.04937455
4177,08/03/2020,8,3,2020,1,0,Croatia,HR,HRV,Europe,73.04937455
4178,07/03/2020,7,3,2020,1,0,Croatia,HR,HRV,Europe,73.04937455
4179,06/03/2020,6,3,2020,1,0,Croatia,HR,HRV,Europe,73.04937455
4180,04/03/2020,4,3,2020,1,0,Croatia,HR,HRV,Europe,73.04937455
4181,03/03/2020,3,3,2020,1,0,Croatia,HR,HRV,Europe,73.04937455
4182,02/03/2020,2,3,2020,2,0,Croatia,HR,HRV,Europe,73.04937455
4183,01/03/2020,1,3,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4184,29/02/2020,29,2,2020,2,0,Croatia,HR,HRV,Europe,73.04937455
4185,28/02/2020,28,2,2020,1,0,Croatia,HR,HRV,Europe,73.04937455
4186,27/02/2020,27,2,2020,1,0,Croatia,HR,HRV,Europe,73.04937455
4187,26/02/2020,26,2,2020,1,0,Croatia,HR,HRV,Europe,73.04937455
4188,25/02/2020,25,2,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4189,24/02/2020,24,2,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4190,23/02/2020,23,2,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4191,22/02/2020,22,2,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4192,21/02/2020,21,2,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4193,20/02/2020,20,2,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4194,19/02/2020,19,2,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4195,18/02/2020,18,2,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4196,17/02/2020,17,2,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4197,16/02/2020,16,2,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4198,15/02/2020,15,2,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4199,14/02/2020,14,2,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4200,13/02/2020,13,2,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4201,12/02/2020,12,2,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4202,11/02/2020,11,2,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4203,10/02/2020,10,2,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4204,09/02/2020,9,2,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4205,08/02/2020,8,2,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4206,07/02/2020,7,2,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4207,06/02/2020,6,2,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4208,05/02/2020,5,2,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4209,04/02/2020,4,2,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4210,03/02/2020,3,2,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4211,02/02/2020,2,2,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4212,01/02/2020,1,2,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4213,31/01/2020,31,1,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4214,30/01/2020,30,1,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4215,29/01/2020,29,1,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4216,28/01/2020,28,1,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4217,27/01/2020,27,1,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4218,26/01/2020,26,1,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4219,25/01/2020,25,1,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4220,24/01/2020,24,1,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4221,23/01/2020,23,1,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4222,22/01/2020,22,1,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4223,21/01/2020,21,1,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4224,20/01/2020,20,1,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4225,19/01/2020,19,1,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4226,18/01/2020,18,1,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4227,17/01/2020,17,1,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4228,16/01/2020,16,1,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4229,15/01/2020,15,1,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4230,14/01/2020,14,1,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4231,13/01/2020,13,1,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4232,12/01/2020,12,1,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4233,11/01/2020,11,1,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4234,10/01/2020,10,1,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4235,09/01/2020,9,1,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4236,08/01/2020,8,1,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4237,07/01/2020,7,1,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4238,06/01/2020,6,1,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4239,05/01/2020,5,1,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4240,04/01/2020,4,1,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4241,03/01/2020,3,1,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4242,02/01/2020,2,1,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4243,01/01/2020,1,1,2020,0,0,Croatia,HR,HRV,Europe,73.04937455
4244,31/12/2019,31,12,2019,0,0,Croatia,HR,HRV,Europe,73.04937455
4245,22/05/2020,22,5,2020,8,1,Cuba,CU,CUB,America,108.9995962
4246,21/05/2020,21,5,2020,13,0,Cuba,CU,CUB,America,108.9995962
4247,20/05/2020,20,5,2020,6,0,Cuba,CU,CUB,America,108.9995962
4248,19/05/2020,19,5,2020,9,0,Cuba,CU,CUB,America,108.9995962
4249,18/05/2020,18,5,2020,10,0,Cuba,CU,CUB,America,108.9995962
4250,17/05/2020,17,5,2020,22,0,Cuba,CU,CUB,America,108.9995962
4251,16/05/2020,16,5,2020,10,0,Cuba,CU,CUB,America,108.9995962
4252,15/05/2020,15,5,2020,20,0,Cuba,CU,CUB,America,108.9995962
4253,14/05/2020,14,5,2020,6,1,Cuba,CU,CUB,America,108.9995962
4254,13/05/2020,13,5,2020,21,1,Cuba,CU,CUB,America,108.9995962
4255,12/05/2020,12,5,2020,17,0,Cuba,CU,CUB,America,108.9995962
4256,11/05/2020,11,5,2020,12,3,Cuba,CU,CUB,America,108.9995962
4257,10/05/2020,10,5,2020,13,0,Cuba,CU,CUB,America,108.9995962
4258,09/05/2020,9,5,2020,12,1,Cuba,CU,CUB,America,108.9995962
4259,08/05/2020,8,5,2020,26,4,Cuba,CU,CUB,America,108.9995962
4260,07/05/2020,7,5,2020,18,0,Cuba,CU,CUB,America,108.9995962
4261,06/05/2020,6,5,2020,17,0,Cuba,CU,CUB,America,108.9995962
4262,05/05/2020,5,5,2020,19,2,Cuba,CU,CUB,America,108.9995962
4263,04/05/2020,4,5,2020,38,1,Cuba,CU,CUB,America,108.9995962
4264,03/05/2020,3,5,2020,74,2,Cuba,CU,CUB,America,108.9995962
4265,02/05/2020,2,5,2020,36,3,Cuba,CU,CUB,America,108.9995962
4266,01/05/2020,1,5,2020,34,3,Cuba,CU,CUB,America,108.9995962
4267,30/04/2020,30,4,2020,30,0,Cuba,CU,CUB,America,108.9995962
4268,29/04/2020,29,4,2020,48,2,Cuba,CU,CUB,America,108.9995962
4269,28/04/2020,28,4,2020,20,2,Cuba,CU,CUB,America,108.9995962
4270,27/04/2020,27,4,2020,32,3,Cuba,CU,CUB,America,108.9995962
4271,26/04/2020,26,4,2020,52,2,Cuba,CU,CUB,America,108.9995962
4272,25/04/2020,25,4,2020,50,6,Cuba,CU,CUB,America,108.9995962
4273,24/04/2020,24,4,2020,46,3,Cuba,CU,CUB,America,108.9995962
4274,23/04/2020,23,4,2020,52,2,Cuba,CU,CUB,America,108.9995962
4275,22/04/2020,22,4,2020,50,2,Cuba,CU,CUB,America,108.9995962
